filename,width,height,class,xmin,ymin,xmax,ymax
198.jpg,400,300,greensquare,9,33,76,100
1418.jpg,400,300,greensquare,6,18,89,111
2111.jpg,400,300,bluetriangle,25,25,145,81
2677.jpg,300,400,greencircle,12,24,93,75
72.jpg,400,300,redcircle,30,23,96,78
832.jpg,300,400,bluetriangle,0,21,56,71
2887.jpg,400,300,greensquare,26,26,85,81
1356.jpg,300,400,redcircle,31,31,111,116
1430.jpg,300,400,bluesquare,36,30,176,172
2139.jpg,300,400,redcircle,24,15,90,78
8.jpg,400,300,redcircle,7,12,104,109
1424.jpg,300,400,redcircle,17,1,82,70
1342.jpg,300,400,redcircle,10,8,76,54
2893.jpg,400,300,greensquare,21,19,81,71
1815.jpg,400,300,greencircle,16,15,67,76
359.jpg,300,400,redsquare,27,4,83,60
1801.jpg,300,400,bluecircle,31,22,97,85
1829.jpg,400,300,bluetriangle,29,37,120,128
365.jpg,300,400,greensquare,16,15,104,99
403.jpg,400,300,bluesquare,13,15,76,57
1197.jpg,400,300,greentriangle,52,27,176,89
1183.jpg,400,300,bluecircle,29,26,102,95
417.jpg,400,300,bluetriangle,25,15,131,115
371.jpg,300,400,redcircle,26,45,123,142
3019.jpg,300,400,greencircle,2,34,92,123
2307.jpg,400,300,greensquare,12,17,75,80
2461.jpg,300,400,redsquare,33,30,110,107
1168.jpg,400,300,redcircle,4,30,89,115
2475.jpg,400,300,bluetriangle,32,27,153,148
2313.jpg,400,300,redtriangle,31,22,128,119
3025.jpg,400,300,greensquare,33,28,100,112
1632.jpg,400,300,redsquare,11,9,78,73
1154.jpg,300,400,bluecircle,22,6,103,79
2449.jpg,400,300,redcircle,17,7,77,67
1140.jpg,300,400,bluesquare,14,32,97,115
1626.jpg,300,400,bluesquare,23,12,138,128
3031.jpg,400,300,redsquare,17,46,184,213
1961.jpg,400,300,redsquare,7,19,105,122
239.jpg,300,400,greensquare,16,27,134,112
1975.jpg,300,400,greentriangle,12,20,90,113
211.jpg,300,400,bluesquare,41,40,162,161
1785.jpg,400,300,bluesquare,44,37,156,149
3192.jpg,300,400,greencircle,43,33,164,154
577.jpg,400,300,greencircle,22,16,119,113
563.jpg,400,300,redtriangle,8,30,48,106
3186.jpg,300,400,bluetriangle,14,28,73,84
2298.jpg,300,400,redtriangle,12,30,66,112
1791.jpg,400,300,bluecircle,17,11,90,84
1949.jpg,300,400,redsquare,11,49,126,159
2273.jpg,300,400,greensquare,26,27,127,128
2515.jpg,400,300,redtriangle,5,12,111,113
588.jpg,400,300,redtriangle,24,22,128,126
1008.jpg,300,400,greensquare,21,39,125,143
2501.jpg,400,300,bluesquare,23,19,107,74
2267.jpg,400,300,redsquare,7,25,125,143
3179.jpg,400,300,redtriangle,24,4,96,51
1746.jpg,400,300,greentriangle,30,23,94,109
1020.jpg,400,300,bluetriangle,37,1,121,49
2529.jpg,300,400,redsquare,2,24,66,85
1034.jpg,300,400,greentriangle,4,14,71,78
1752.jpg,400,300,greentriangle,2,9,60,67
3145.jpg,300,400,redsquare,53,35,163,126
749.jpg,300,400,greencircle,34,0,114,71
991.jpg,300,400,bluesquare,12,19,71,74
985.jpg,400,300,greensquare,7,19,104,116
2918.jpg,400,300,bluesquare,35,41,126,126
775.jpg,300,400,redtriangle,8,28,64,87
2930.jpg,300,400,greensquare,14,3,80,69
1593.jpg,300,400,greensquare,32,36,134,142
2924.jpg,300,400,bluetriangle,52,43,164,129
761.jpg,400,300,redtriangle,13,24,169,131
952.jpg,300,400,bluecircle,21,14,97,90
2717.jpg,300,400,bluesquare,40,30,137,127
2071.jpg,400,300,bluecircle,2,30,58,91
1578.jpg,400,300,bluetriangle,20,5,124,139
2065.jpg,300,400,redtriangle,7,16,63,71
2703.jpg,400,300,bluecircle,27,4,88,65
946.jpg,400,300,bluecircle,2,0,49,61
1222.jpg,300,400,bluetriangle,7,14,65,53
1544.jpg,400,300,bluecircle,0,21,89,94
2059.jpg,400,300,redcircle,14,29,135,150
1550.jpg,300,400,bluesquare,25,14,116,106
1236.jpg,400,300,redsquare,18,44,176,202
1551.jpg,300,400,greensquare,29,13,127,129
2058.jpg,400,300,redcircle,7,13,67,64
1237.jpg,300,400,redtriangle,2,26,85,99
1223.jpg,400,300,bluesquare,10,20,96,105
1545.jpg,300,400,greencircle,35,9,108,81
2064.jpg,400,300,greencircle,13,36,86,109
947.jpg,300,400,redcircle,31,16,100,85
2702.jpg,400,300,redtriangle,22,29,99,103
2716.jpg,400,300,bluesquare,44,53,183,159
953.jpg,400,300,bluesquare,1,18,69,70
1579.jpg,300,400,redtriangle,11,2,96,95
2070.jpg,300,400,bluetriangle,22,12,99,58
1592.jpg,400,300,greencircle,20,29,88,98
760.jpg,300,400,greensquare,7,24,70,87
2925.jpg,300,400,greensquare,10,8,78,79
2931.jpg,300,400,bluecircle,32,4,123,94
774.jpg,300,400,redsquare,34,35,104,108
1586.jpg,400,300,redsquare,19,2,79,46
2919.jpg,400,300,redsquare,2,24,69,91
984.jpg,400,300,greencircle,3,6,48,72
990.jpg,400,300,bluesquare,33,5,106,87
748.jpg,400,300,bluesquare,16,20,94,90
1035.jpg,400,300,greentriangle,35,15,112,91
3144.jpg,400,300,redsquare,23,0,102,79
1753.jpg,300,400,bluecircle,10,21,83,90
1747.jpg,400,300,greensquare,9,2,66,58
3150.jpg,300,400,bluesquare,2,7,71,51
2528.jpg,300,400,greensquare,1,2,58,55
1021.jpg,300,400,redtriangle,41,31,157,133
2500.jpg,300,400,redsquare,13,38,97,122
1009.jpg,400,300,bluecircle,28,28,109,105
3178.jpg,400,300,greentriangle,11,3,110,96
2266.jpg,400,300,bluesquare,46,22,158,134
2272.jpg,400,300,redsquare,2,31,76,100
589.jpg,300,400,redsquare,13,5,73,38
2514.jpg,400,300,bluecircle,29,11,92,71
562.jpg,300,400,bluetriangle,37,45,116,148
1948.jpg,400,300,greensquare,14,3,55,88
204.jpg,300,400,greentriangle,33,29,112,110
1790.jpg,300,400,bluecircle,28,32,125,128
2299.jpg,300,400,bluesquare,11,36,88,113
3187.jpg,300,400,redsquare,48,26,162,115
3193.jpg,400,300,bluetriangle,18,26,85,80
1784.jpg,400,300,greentriangle,28,49,140,164
210.jpg,400,300,greencircle,1,14,69,82
576.jpg,300,400,greensquare,16,25,85,94
1974.jpg,400,300,redcircle,2,34,43,115
238.jpg,300,400,redsquare,11,47,111,144
1960.jpg,300,400,bluesquare,20,41,105,126
1141.jpg,400,300,redsquare,27,0,114,105
2448.jpg,400,300,bluetriangle,18,15,104,72
3030.jpg,300,400,greentriangle,35,10,114,101
1627.jpg,400,300,bluesquare,11,2,94,82
1633.jpg,400,300,bluecircle,22,14,88,118
3024.jpg,300,400,redtriangle,0,29,78,88
1155.jpg,300,400,bluecircle,1,18,105,99
2474.jpg,300,400,greensquare,0,16,72,58
2312.jpg,400,300,bluetriangle,5,34,107,148
2306.jpg,400,300,redtriangle,43,31,147,135
3018.jpg,400,300,redsquare,39,8,124,91
1169.jpg,300,400,bluesquare,34,24,153,149
2460.jpg,400,300,greencircle,29,22,92,85
416.jpg,300,400,bluecircle,10,18,87,91
1182.jpg,400,300,redcircle,29,36,146,157
370.jpg,400,300,greentriangle,23,25,83,86
364.jpg,400,300,bluesquare,5,13,61,69
1828.jpg,400,300,bluecircle,14,21,83,90
1196.jpg,300,400,redsquare,34,31,131,107
402.jpg,300,400,bluetriangle,11,31,64,99
1800.jpg,400,300,greencircle,13,11,125,121
358.jpg,300,400,greentriangle,12,13,56,71
1814.jpg,400,300,greensquare,66,67,214,207
1425.jpg,400,300,bluetriangle,27,45,124,144
2892.jpg,400,300,greentriangle,14,18,122,77
1343.jpg,300,400,redtriangle,0,8,58,66
1357.jpg,400,300,bluetriangle,4,24,84,79
2886.jpg,300,400,bluetriangle,4,24,49,96
9.jpg,400,300,redcircle,16,3,79,60
2138.jpg,300,400,greentriangle,3,36,73,114
1431.jpg,300,400,bluesquare,8,29,72,93
2110.jpg,300,400,greensquare,8,34,94,120
1419.jpg,300,400,greentriangle,19,34,88,122
833.jpg,400,300,greensquare,46,49,160,154
73.jpg,300,400,bluecircle,28,9,101,55
2676.jpg,300,400,greensquare,29,3,107,77
2662.jpg,300,400,bluetriangle,21,26,132,111
827.jpg,300,400,bluesquare,25,54,137,166
67.jpg,400,300,bluetriangle,28,36,85,110
199.jpg,400,300,redcircle,38,2,144,108
2104.jpg,400,300,bluesquare,10,26,131,147
172.jpg,300,400,redsquare,10,10,81,70
1380.jpg,300,400,greentriangle,32,5,132,94
614.jpg,300,400,bluecircle,34,5,122,94
2851.jpg,300,400,redcircle,3,6,76,79
2689.jpg,400,300,greensquare,30,2,108,64
2845.jpg,400,300,greentriangle,4,3,41,61
98.jpg,300,400,bluetriangle,23,16,80,69
600.jpg,400,300,redsquare,8,20,86,98
1394.jpg,400,300,redsquare,19,29,77,87
166.jpg,300,400,greentriangle,3,5,80,59
628.jpg,300,400,greensquare,1,12,70,57
2879.jpg,400,300,redsquare,21,5,63,65
2822.jpg,300,400,redcircle,18,21,74,70
667.jpg,300,400,greensquare,5,21,94,101
1495.jpg,400,300,redsquare,7,18,80,91
101.jpg,300,400,bluecircle,7,1,62,45
2188.jpg,300,400,greencircle,28,6,94,72
115.jpg,300,400,greencircle,12,2,116,105
1481.jpg,400,300,greencircle,14,12,70,68
673.jpg,400,300,bluecircle,37,40,123,126
2836.jpg,400,300,redsquare,45,47,212,214
883.jpg,300,400,redtriangle,7,21,103,126
129.jpg,300,400,greentriangle,20,7,88,56
897.jpg,300,400,greencircle,12,20,78,86
1330.jpg,300,400,redcircle,3,36,84,117
2639.jpg,400,300,greensquare,16,29,107,122
1456.jpg,400,300,bluesquare,1,5,84,88
1442.jpg,400,300,greentriangle,14,29,129,95
28.jpg,400,300,greencircle,1,42,90,129
1324.jpg,400,300,redsquare,31,44,156,156
868.jpg,300,400,greentriangle,9,24,105,92
2605.jpg,300,400,bluesquare,2,19,64,81
698.jpg,300,400,greentriangle,9,13,69,64
840.jpg,300,400,bluetriangle,21,14,75,73
2163.jpg,400,300,redcircle,48,20,160,132
2177.jpg,400,300,greentriangle,3,0,69,66
14.jpg,300,400,redtriangle,42,6,154,119
854.jpg,300,400,bluecircle,30,7,99,68
2611.jpg,300,400,redcircle,13,29,72,88
3080.jpg,400,300,redsquare,15,42,109,126
303.jpg,400,300,bluetriangle,26,13,94,61
1697.jpg,400,300,redtriangle,18,18,57,76
465.jpg,400,300,bluesquare,12,32,95,115
471.jpg,300,400,greencircle,39,12,138,100
1683.jpg,300,400,greencircle,4,14,72,83
317.jpg,400,300,bluesquare,17,23,121,127
3094.jpg,400,300,redcircle,23,10,83,71
1873.jpg,300,400,redcircle,13,36,94,117
459.jpg,400,300,bluetriangle,13,14,97,79
1867.jpg,400,300,greentriangle,30,32,110,113
1654.jpg,400,300,bluetriangle,5,6,89,53
3043.jpg,400,300,bluetriangle,10,16,87,62
1132.jpg,300,400,redtriangle,11,3,84,76
1126.jpg,300,400,greencircle,4,26,65,87
3057.jpg,300,400,greencircle,25,0,137,96
2349.jpg,400,300,redtriangle,41,19,129,70
1898.jpg,300,400,redcircle,0,33,76,109
2361.jpg,400,300,bluesquare,6,23,97,108
1668.jpg,300,400,redsquare,26,9,104,83
2407.jpg,400,300,bluesquare,34,30,115,111
2413.jpg,300,400,greencircle,15,25,84,116
2375.jpg,300,400,greentriangle,43,9,146,113
1085.jpg,400,300,redsquare,25,10,110,90
1091.jpg,400,300,bluecircle,25,23,86,84
505.jpg,400,300,redsquare,32,14,106,91
263.jpg,400,300,greensquare,48,25,150,89
1907.jpg,300,400,bluesquare,5,27,66,122
539.jpg,400,300,greensquare,23,11,91,130
1913.jpg,400,300,redtriangle,16,7,130,111
1720.jpg,400,300,greensquare,6,17,70,81
2229.jpg,400,300,bluecircle,33,0,102,56
3137.jpg,400,300,greencircle,37,6,112,69
1046.jpg,300,400,greensquare,38,8,138,95
1052.jpg,400,300,bluetriangle,2,10,75,76
1734.jpg,300,400,greentriangle,18,1,89,67
2215.jpg,400,300,greensquare,28,17,136,125
288.jpg,400,300,bluetriangle,26,41,130,145
2573.jpg,400,300,redtriangle,26,26,146,156
2567.jpg,400,300,redcircle,32,30,129,127
1708.jpg,300,400,redsquare,32,39,117,132
2201.jpg,300,400,greencircle,15,32,119,106
2956.jpg,400,300,redtriangle,26,20,95,60
713.jpg,300,400,redsquare,18,7,133,118
707.jpg,300,400,greentriangle,5,23,68,102
1293.jpg,400,300,bluetriangle,8,41,129,130
2942.jpg,300,400,bluetriangle,25,24,76,81
908.jpg,400,300,redtriangle,30,10,102,54
1244.jpg,400,300,redsquare,1,8,131,73
1522.jpg,400,300,redtriangle,3,9,43,85
1536.jpg,400,300,bluesquare,5,25,110,135
2759.jpg,400,300,bluecircle,29,2,120,93
2981.jpg,400,300,redsquare,47,9,159,127
1250.jpg,400,300,redcircle,42,37,157,158
2771.jpg,300,400,greentriangle,19,26,90,89
934.jpg,300,400,greensquare,38,2,119,83
1278.jpg,400,300,greencircle,40,35,130,124
2017.jpg,300,400,bluecircle,4,13,108,117
2003.jpg,300,400,greencircle,1,25,67,91
920.jpg,400,300,bluecircle,26,7,84,65
2765.jpg,400,300,redsquare,5,6,81,53
2002.jpg,300,400,bluetriangle,30,27,114,125
2764.jpg,400,300,redtriangle,31,17,127,75
921.jpg,400,300,greencircle,35,32,121,107
1279.jpg,300,400,greencircle,1,18,67,84
935.jpg,400,300,greencircle,21,33,94,106
2770.jpg,400,300,redcircle,16,1,79,64
2016.jpg,300,400,redcircle,15,22,96,103
1537.jpg,300,400,bluesquare,14,49,111,159
2980.jpg,300,400,redtriangle,23,8,94,68
2758.jpg,300,400,bluesquare,27,21,124,118
2994.jpg,300,400,redsquare,4,10,75,70
1245.jpg,300,400,redtriangle,36,5,108,50
909.jpg,400,300,greencircle,38,12,157,133
1523.jpg,300,400,greensquare,39,25,138,125
2943.jpg,300,400,greentriangle,28,3,86,68
1292.jpg,400,300,bluecircle,37,32,126,121
706.jpg,300,400,greencircle,14,7,87,80
712.jpg,300,400,greencircle,9,24,78,107
2957.jpg,400,300,bluetriangle,37,26,134,117
2566.jpg,400,300,redtriangle,24,18,108,89
2200.jpg,400,300,redcircle,4,5,67,63
1709.jpg,300,400,bluecircle,10,22,73,82
289.jpg,300,400,bluesquare,24,5,89,64
2214.jpg,400,300,bluesquare,8,0,75,102
2572.jpg,400,300,redsquare,40,8,127,81
1053.jpg,300,400,bluecircle,14,2,62,66
1735.jpg,300,400,greentriangle,27,0,83,51
3122.jpg,300,400,bluetriangle,21,16,117,76
3136.jpg,300,400,redsquare,31,45,122,136
2228.jpg,400,300,redtriangle,18,34,132,138
1721.jpg,300,400,redsquare,15,9,134,77
1047.jpg,300,400,greencircle,15,30,81,96
538.jpg,300,400,bluetriangle,22,28,158,115
1912.jpg,300,400,greentriangle,36,21,127,112
1906.jpg,300,400,redtriangle,38,11,131,78
504.jpg,400,300,redsquare,25,37,125,154
1090.jpg,300,400,greentriangle,23,24,81,85
2599.jpg,400,300,redcircle,29,17,149,137
262.jpg,400,300,bluesquare,26,7,138,119
276.jpg,300,400,greentriangle,26,34,147,107
1084.jpg,300,400,greencircle,23,2,117,114
510.jpg,400,300,greencircle,12,14,109,108
2412.jpg,400,300,redcircle,21,10,82,66
2374.jpg,400,300,greentriangle,0,47,112,158
1669.jpg,300,400,bluecircle,1,10,85,94
2360.jpg,300,400,greencircle,12,5,78,61
2406.jpg,300,400,greencircle,19,18,77,76
1899.jpg,400,300,bluetriangle,13,29,78,87
1641.jpg,400,300,bluecircle,1,27,78,104
2348.jpg,300,400,bluesquare,0,13,78,83
3042.jpg,300,400,greensquare,39,58,155,174
1655.jpg,400,300,greensquare,61,18,208,181
1133.jpg,400,300,greensquare,16,15,76,46
1866.jpg,400,300,redtriangle,52,37,168,139
1872.jpg,400,300,bluesquare,9,20,67,62
458.jpg,300,400,redcircle,0,35,69,108
470.jpg,400,300,redtriangle,16,11,100,108
3095.jpg,300,400,bluesquare,3,33,119,135
316.jpg,400,300,greensquare,2,49,116,154
1682.jpg,400,300,redtriangle,53,12,177,130
1696.jpg,400,300,redtriangle,28,29,86,93
302.jpg,300,400,bluesquare,36,28,153,142
3081.jpg,300,400,bluetriangle,25,43,173,159
464.jpg,400,300,bluesquare,35,7,147,119
2176.jpg,400,300,greensquare,19,15,78,71
2610.jpg,400,300,redsquare,29,5,133,109
855.jpg,300,400,redtriangle,4,34,82,116
1319.jpg,400,300,bluecircle,11,49,115,147
15.jpg,400,300,bluetriangle,41,10,162,121
841.jpg,300,400,bluetriangle,5,12,69,75
699.jpg,300,400,redtriangle,44,13,156,129
2604.jpg,300,400,greencircle,9,2,70,63
2162.jpg,300,400,bluecircle,16,5,74,63
1443.jpg,300,400,redcircle,7,28,85,107
869.jpg,300,400,redtriangle,21,51,112,166
1325.jpg,300,400,redtriangle,57,3,198,79
29.jpg,400,300,redsquare,11,13,67,78
2638.jpg,400,300,redcircle,9,19,86,95
1331.jpg,400,300,greensquare,8,30,99,121
1457.jpg,400,300,greencircle,22,11,77,65
128.jpg,400,300,bluecircle,49,5,161,108
896.jpg,300,400,greencircle,20,8,81,43
882.jpg,300,400,greensquare,27,1,98,64
1480.jpg,400,300,redtriangle,34,23,121,89
114.jpg,300,400,bluecircle,8,20,129,141
2189.jpg,300,400,redsquare,25,43,118,137
2837.jpg,300,400,greentriangle,11,14,74,77
672.jpg,400,300,redtriangle,24,9,84,40
666.jpg,300,400,redcircle,22,4,95,77
2823.jpg,300,400,bluecircle,19,38,111,121
100.jpg,300,400,redsquare,13,6,78,61
1494.jpg,300,400,greensquare,15,29,81,95
670.jpg,300,400,bluetriangle,28,4,97,73
2835.jpg,400,300,bluecircle,33,31,106,99
116.jpg,400,300,redtriangle,14,9,111,79
1482.jpg,400,300,redtriangle,19,25,85,91
102.jpg,400,300,bluesquare,14,26,89,101
2821.jpg,400,300,greensquare,18,20,102,110
664.jpg,400,300,bluesquare,37,21,160,144
2809.jpg,400,300,greentriangle,46,7,147,90
894.jpg,400,300,greentriangle,32,42,138,141
880.jpg,300,400,redcircle,12,17,73,65
658.jpg,300,400,greensquare,64,40,218,187
1327.jpg,300,400,greencircle,5,14,77,91
1441.jpg,400,300,bluesquare,30,6,108,76
2148.jpg,400,300,bluecircle,29,24,93,88
1455.jpg,400,300,bluetriangle,36,18,115,91
1333.jpg,300,400,greencircle,19,20,75,76
17.jpg,400,300,redsquare,3,5,79,83
857.jpg,400,300,bluecircle,27,25,125,111
2612.jpg,400,300,greencircle,20,27,89,100
1469.jpg,400,300,redcircle,33,4,99,63
2606.jpg,300,400,bluetriangle,3,8,93,125
843.jpg,400,300,greentriangle,21,26,125,130
1858.jpg,300,400,bluesquare,9,30,96,111
1680.jpg,300,400,greensquare,9,32,96,125
2389.jpg,300,400,greencircle,15,8,78,69
3097.jpg,300,400,redcircle,28,10,101,74
472.jpg,400,300,bluetriangle,3,23,114,98
466.jpg,300,400,greentriangle,15,27,71,83
3083.jpg,400,300,greentriangle,19,17,77,78
300.jpg,300,400,bluecircle,6,34,110,135
1694.jpg,400,300,bluetriangle,13,45,59,135
1864.jpg,300,400,redtriangle,37,6,114,81
328.jpg,300,400,bluecircle,11,5,85,86
1870.jpg,300,400,bluesquare,29,46,167,175
3054.jpg,300,400,redtriangle,31,8,108,84
1643.jpg,300,400,redtriangle,12,29,125,95
1125.jpg,300,400,bluetriangle,13,27,66,111
2438.jpg,400,300,greencircle,22,7,86,45
1131.jpg,300,400,redcircle,9,27,67,85
1657.jpg,400,300,bluesquare,39,37,154,142
3040.jpg,400,300,redcircle,23,17,96,57
3068.jpg,400,300,bluesquare,12,36,124,148
2376.jpg,400,300,bluesquare,6,12,89,82
2410.jpg,400,300,greentriangle,30,8,103,86
1119.jpg,300,400,bluecircle,34,9,155,130
499.jpg,400,300,bluetriangle,40,8,132,74
2404.jpg,300,400,greencircle,33,0,130,57
2362.jpg,300,400,bluesquare,4,1,85,82
260.jpg,300,400,greensquare,17,23,69,83
506.jpg,300,400,bluecircle,37,13,114,88
512.jpg,400,300,bluetriangle,4,0,85,81
1086.jpg,300,400,greentriangle,8,23,66,84
274.jpg,300,400,greentriangle,32,19,107,82
1938.jpg,400,300,redsquare,0,14,111,66
1910.jpg,300,400,redcircle,13,5,84,74
248.jpg,400,300,bluesquare,10,29,55,92
1904.jpg,400,300,redtriangle,1,23,81,92
3120.jpg,300,400,greentriangle,24,6,114,57
1737.jpg,300,400,greensquare,1,22,87,108
1051.jpg,400,300,bluesquare,27,8,119,102
2558.jpg,300,400,bluecircle,42,16,139,72
1045.jpg,300,400,redtriangle,22,19,95,72
1723.jpg,400,300,bluecircle,4,4,70,44
3134.jpg,300,400,bluetriangle,23,31,127,135
2202.jpg,300,400,greensquare,5,28,124,96
2564.jpg,400,300,redcircle,16,17,113,107
1079.jpg,300,400,greensquare,29,6,107,86
2570.jpg,300,400,bluecircle,0,30,104,134
3108.jpg,300,400,bluesquare,17,13,81,77
704.jpg,400,300,bluesquare,6,4,52,84
1290.jpg,300,400,greentriangle,17,11,85,63
2941.jpg,300,400,bluetriangle,32,21,111,111
2799.jpg,400,300,greencircle,38,45,159,166
2955.jpg,300,400,greensquare,44,25,133,130
1284.jpg,300,400,bluecircle,33,16,102,85
710.jpg,300,400,greencircle,3,44,103,148
738.jpg,400,300,greentriangle,0,1,110,126
2969.jpg,400,300,greensquare,15,3,63,88
2982.jpg,300,400,bluesquare,19,17,100,104
1535.jpg,400,300,bluesquare,22,5,103,92
2028.jpg,400,300,bluecircle,23,20,81,78
1521.jpg,400,300,redtriangle,28,15,189,107
1247.jpg,400,300,redtriangle,27,0,97,86
2996.jpg,400,300,redtriangle,17,24,83,90
923.jpg,400,300,bluesquare,7,58,121,183
2766.jpg,400,300,greentriangle,20,14,81,75
1509.jpg,300,400,bluesquare,7,16,66,73
2772.jpg,300,400,bluesquare,37,19,160,138
937.jpg,300,400,redtriangle,23,50,146,169
2015.jpg,400,300,bluesquare,19,29,122,122
936.jpg,400,300,bluetriangle,44,27,133,96
2773.jpg,300,400,bluecircle,13,17,79,83
2767.jpg,300,400,redsquare,28,11,103,72
922.jpg,400,300,redsquare,23,3,97,69
1508.jpg,300,400,bluecircle,9,6,86,83
2001.jpg,300,400,greentriangle,14,10,106,64
1520.jpg,300,400,bluecircle,25,7,116,98
2029.jpg,300,400,bluetriangle,43,11,163,67
2997.jpg,300,400,bluesquare,53,38,170,130
1246.jpg,300,400,greensquare,23,38,110,121
1252.jpg,400,300,redsquare,7,15,160,155
2983.jpg,300,400,greencircle,24,28,92,97
1534.jpg,300,400,bluecircle,25,20,95,106
2968.jpg,300,400,bluesquare,11,14,96,99
739.jpg,400,300,bluecircle,25,36,129,137
711.jpg,300,400,bluecircle,0,17,79,98
1285.jpg,400,300,greencircle,15,16,76,77
2954.jpg,400,300,greencircle,7,24,64,81
2798.jpg,400,300,greencircle,1,28,59,86
2940.jpg,400,300,redtriangle,28,5,138,55
1291.jpg,400,300,redcircle,13,9,79,69
705.jpg,300,400,redsquare,28,50,143,160
2571.jpg,300,400,greentriangle,2,9,59,65
1078.jpg,300,400,redsquare,32,28,96,95
2217.jpg,300,400,bluecircle,4,17,62,59
2203.jpg,300,400,greensquare,31,29,152,150
2565.jpg,300,400,greensquare,25,13,116,104
1044.jpg,300,400,bluetriangle,1,55,110,180
3135.jpg,300,400,greensquare,29,29,111,112
1722.jpg,300,400,bluecircle,3,19,64,74
1736.jpg,300,400,bluetriangle,11,29,103,103
3121.jpg,300,400,bluetriangle,23,2,93,68
2559.jpg,400,300,greencircle,38,32,114,100
1050.jpg,400,300,redcircle,28,35,112,121
1905.jpg,300,400,redcircle,17,31,88,101
249.jpg,300,400,redcircle,29,0,106,74
1911.jpg,400,300,bluetriangle,8,31,72,93
1087.jpg,400,300,redsquare,29,30,92,92
513.jpg,400,300,bluesquare,15,16,99,115
1939.jpg,300,400,greencircle,32,2,136,78
275.jpg,400,300,bluetriangle,41,14,124,86
261.jpg,300,400,bluetriangle,14,30,127,174
507.jpg,300,400,redcircle,45,25,149,105
1093.jpg,400,300,bluetriangle,18,23,107,71
2405.jpg,300,400,greentriangle,11,21,81,72
498.jpg,300,400,bluesquare,46,6,156,72
2363.jpg,300,400,bluecircle,13,3,82,72
2377.jpg,300,400,redtriangle,35,7,108,54
3069.jpg,300,400,bluesquare,20,1,92,73
1118.jpg,400,300,bluesquare,7,48,109,150
1130.jpg,300,400,bluesquare,31,12,115,105
2439.jpg,300,400,bluesquare,20,30,118,131
3041.jpg,300,400,greentriangle,12,12,70,70
1656.jpg,400,300,redsquare,29,15,95,81
1642.jpg,300,400,redtriangle,19,30,136,122
3055.jpg,300,400,bluesquare,52,13,169,104
1124.jpg,400,300,greencircle,16,1,66,62
1871.jpg,400,300,redsquare,7,4,70,37
329.jpg,400,300,redsquare,42,26,168,152
1865.jpg,300,400,bluecircle,20,12,89,81
467.jpg,300,400,bluesquare,14,31,82,110
1695.jpg,400,300,greentriangle,4,22,77,95
301.jpg,400,300,greentriangle,7,40,115,128
3082.jpg,300,400,bluetriangle,2,11,67,69
3096.jpg,300,400,greentriangle,37,8,124,91
2388.jpg,300,400,greensquare,24,0,73,72
1681.jpg,400,300,greensquare,43,41,161,126
1859.jpg,400,300,greentriangle,30,31,111,110
473.jpg,400,300,redtriangle,2,14,65,77
2161.jpg,300,400,bluetriangle,13,3,99,84
1468.jpg,300,400,redcircle,3,18,112,127
842.jpg,400,300,greensquare,39,37,139,124
2607.jpg,400,300,greencircle,8,4,77,73
2613.jpg,400,300,greentriangle,6,15,85,106
856.jpg,300,400,redtriangle,23,33,135,101
16.jpg,400,300,greentriangle,20,4,79,114
1454.jpg,300,400,greentriangle,20,2,102,56
1332.jpg,300,400,bluesquare,19,10,104,61
1326.jpg,400,300,bluetriangle,11,38,97,119
2149.jpg,300,400,bluetriangle,2,25,58,75
1440.jpg,300,400,bluetriangle,34,35,103,105
659.jpg,400,300,greensquare,28,45,152,163
881.jpg,300,400,greencircle,16,15,82,81
895.jpg,400,300,greencircle,44,40,141,132
2808.jpg,300,400,greentriangle,26,28,103,103
103.jpg,400,300,redtriangle,54,13,183,79
1497.jpg,400,300,bluesquare,3,35,87,153
665.jpg,300,400,greentriangle,26,28,122,119
2820.jpg,300,400,greencircle,11,19,74,82
2834.jpg,400,300,greentriangle,5,15,118,111
671.jpg,400,300,redcircle,4,14,53,70
1483.jpg,400,300,redcircle,24,10,81,57
117.jpg,300,400,bluesquare,2,33,123,154
891.jpg,300,400,greencircle,7,42,93,128
885.jpg,300,400,greencircle,6,19,118,115
2818.jpg,300,400,greentriangle,11,24,81,119
113.jpg,400,300,bluesquare,42,3,127,88
1487.jpg,400,300,bluecircle,0,12,61,73
675.jpg,400,300,greentriangle,0,12,61,66
2830.jpg,400,300,greencircle,21,22,94,95
2824.jpg,400,300,bluecircle,27,29,93,105
661.jpg,400,300,greentriangle,38,44,135,143
1493.jpg,400,300,greencircle,42,27,142,131
107.jpg,400,300,redsquare,11,18,113,120
2171.jpg,300,400,redcircle,0,27,111,138
1478.jpg,400,300,redsquare,16,1,98,79
12.jpg,400,300,bluesquare,24,10,83,68
852.jpg,300,400,bluesquare,20,36,107,122
2617.jpg,300,400,greencircle,28,0,139,111
2603.jpg,400,300,greensquare,8,37,85,114
846.jpg,300,400,bluetriangle,5,3,88,43
2165.jpg,400,300,greensquare,13,29,76,92
1444.jpg,300,400,greencircle,19,24,71,97
1322.jpg,400,300,greencircle,24,34,121,131
1336.jpg,400,300,redcircle,29,16,133,116
2159.jpg,400,300,greentriangle,42,27,141,120
1450.jpg,300,400,greentriangle,44,26,159,151
